%runtime,%setup
1.187160015106201172e+02,0.000000000000000000e+00
7.888412475585937500e+01,0.000000000000000000e+00
1.171808242797851562e+02,0.000000000000000000e+00
7.661199569702148438e+01,0.000000000000000000e+00
1.195189952850341797e+02,0.000000000000000000e+00
8.250904083251953125e+01,0.000000000000000000e+00
1.235702037811279297e+02,0.000000000000000000e+00
8.893585205078125000e+01,0.000000000000000000e+00
1.180589199066162109e+02,0.000000000000000000e+00
9.752583503723144531e+01,0.000000000000000000e+00
1.167631149291992188e+02,0.000000000000000000e+00
8.403587341308593750e+01,0.000000000000000000e+00
1.378521919250488281e+02,0.000000000000000000e+00
1.198549270629882812e+02,0.000000000000000000e+00
8.132410049438476562e+01,0.000000000000000000e+00
1.182520389556884766e+02,0.000000000000000000e+00
7.835292816162109375e+01,0.000000000000000000e+00
1.235859394073486328e+02,0.000000000000000000e+00
8.358001708984375000e+01,0.000000000000000000e+00
1.181440353393554688e+02,0.000000000000000000e+00
8.273983001708984375e+01,0.000000000000000000e+00
1.318399906158447266e+02,0.000000000000000000e+00
1.063148975372314453e+02,0.000000000000000000e+00
6.827092170715332031e+01,0.000000000000000000e+00
1.187689304351806641e+02,0.000000000000000000e+00
7.862114906311035156e+01,0.000000000000000000e+00
1.193649768829345703e+02,0.000000000000000000e+00
7.791709899902343750e+01,0.000000000000000000e+00
1.236310005187988281e+02,0.000000000000000000e+00
8.572101593017578125e+01,0.000000000000000000e+00
1.236732006072998047e+02,0.000000000000000000e+00
8.323717117309570312e+01,0.000000000000000000e+00
1.483390331268310547e+02,0.000000000000000000e+00
1.173582077026367188e+02,0.000000000000000000e+00
7.015085220336914062e+01,0.000000000000000000e+00
1.231110095977783203e+02,0.000000000000000000e+00
8.433985710144042969e+01,0.000000000000000000e+00
1.287019252777099609e+02,0.000000000000000000e+00
8.877992630004882812e+01,0.000000000000000000e+00
1.395080089569091797e+02,0.000000000000000000e+00
9.917402267456054688e+01,0.000000000000000000e+00
1.220760345458984375e+02,0.000000000000000000e+00
8.443212509155273438e+01,0.000000000000000000e+00
1.267340183258056641e+02,0.000000000000000000e+00
8.644008636474609375e+01,0.000000000000000000e+00
1.222980022430419922e+02,0.000000000000000000e+00
8.215594291687011719e+01,0.000000000000000000e+00
1.386070251464843750e+02,0.000000000000000000e+00
9.722280502319335938e+01,0.000000000000000000e+00
1.182491779327392578e+02,0.000000000000000000e+00
7.669210433959960938e+01,0.000000000000000000e+00
1.227028369903564453e+02,0.000000000000000000e+00
9.283018112182617188e+01,0.000000000000000000e+00
1.180710792541503906e+02,0.000000000000000000e+00
8.846187591552734375e+01,0.000000000000000000e+00
1.217131614685058594e+02,0.000000000000000000e+00
8.095192909240722656e+01,0.000000000000000000e+00
1.205840110778808594e+02,0.000000000000000000e+00
8.154010772705078125e+01,0.000000000000000000e+00
1.215040683746337891e+02,0.000000000000000000e+00
8.103013038635253906e+01,0.000000000000000000e+00
1.177928447723388672e+02,0.000000000000000000e+00
7.826590538024902344e+01,0.000000000000000000e+00
1.228358745574951172e+02,0.000000000000000000e+00
8.216691017150878906e+01,0.000000000000000000e+00
1.218068599700927734e+02,0.000000000000000000e+00
1.236650943756103516e+02,0.000000000000000000e+00
8.060288429260253906e+01,0.000000000000000000e+00
1.608359813690185547e+02,0.000000000000000000e+00
1.357989311218261719e+02,0.000000000000000000e+00
9.765386581420898438e+01,0.000000000000000000e+00
1.201369762420654297e+02,0.000000000000000000e+00
8.041691780090332031e+01,0.000000000000000000e+00
1.791331052780151367e+03,0.000000000000000000e+00
1.677584886550903320e+03,0.000000000000000000e+00
1.681387186050415039e+03,0.000000000000000000e+00
1.583340167999267578e+03,0.000000000000000000e+00
1.543058156967163086e+03,0.000000000000000000e+00
1.506960868835449219e+03,0.000000000000000000e+00
1.468042135238647461e+03,0.000000000000000000e+00
1.428751945495605469e+03,0.000000000000000000e+00
1.264024019241333008e+03,0.000000000000000000e+00
1.228169202804565430e+03,0.000000000000000000e+00
1.190784931182861328e+03,0.000000000000000000e+00
1.023553133010864258e+03,0.000000000000000000e+00
9.849381446838378906e+02,0.000000000000000000e+00
9.482049942016601562e+02,0.000000000000000000e+00
7.752470970153808594e+02,0.000000000000000000e+00
7.547678947448730469e+02,0.000000000000000000e+00
5.467422008514404297e+02,0.000000000000000000e+00
3.991069793701171875e+02,0.000000000000000000e+00
3.630750179290771484e+02,0.000000000000000000e+00
3.239099979400634766e+02,0.000000000000000000e+00
2.843778133392333984e+02,0.000000000000000000e+00
1.139609813690185547e+02,0.000000000000000000e+00
7.414984703063964844e+01,0.000000000000000000e+00
1.284861564636230469e+02,0.000000000000000000e+00
9.023690223693847656e+01,0.000000000000000000e+00
1.214590072631835938e+02,0.000000000000000000e+00
8.262419700622558594e+01,0.000000000000000000e+00
1.246130466461181641e+02,0.000000000000000000e+00
8.542394638061523438e+01,0.000000000000000000e+00
1.219258308410644531e+02,0.000000000000000000e+00
9.261798858642578125e+01,0.000000000000000000e+00
1.278581619262695312e+02,0.000000000000000000e+00
9.433317184448242188e+01,0.000000000000000000e+00
1.195690631866455078e+02,0.000000000000000000e+00
7.977008819580078125e+01,0.000000000000000000e+00
1.219620704650878906e+02,0.000000000000000000e+00
8.357596397399902344e+01,0.000000000000000000e+00
1.224827766418457031e+02,0.000000000000000000e+00
8.874297142028808594e+01,0.000000000000000000e+00
1.186261177062988281e+02,0.000000000000000000e+00
8.168101310729980469e+01,0.000000000000000000e+00
1.181931495666503906e+02,0.000000000000000000e+00
7.919502258300781250e+01,0.000000000000000000e+00
1.227240562438964844e+02,0.000000000000000000e+00
8.372712135314941406e+01,0.000000000000000000e+00
1.249470710754394531e+02,0.000000000000000000e+00
8.584594726562500000e+01,0.000000000000000000e+00
1.288521289825439453e+02,0.000000000000000000e+00
9.200406074523925781e+01,0.000000000000000000e+00
1.290810108184814453e+02,0.000000000000000000e+00
9.255790710449218750e+01,0.000000000000000000e+00
1.226179599761962891e+02,0.000000000000000000e+00
8.521509170532226562e+01,0.000000000000000000e+00
1.191091537475585938e+02,0.000000000000000000e+00
8.080887794494628906e+01,0.000000000000000000e+00
1.225230693817138672e+02,0.000000000000000000e+00
8.764290809631347656e+01,0.000000000000000000e+00
1.185588836669921875e+02,0.000000000000000000e+00
7.800006866455078125e+01,0.000000000000000000e+00
1.193540096282958984e+02,0.000000000000000000e+00
8.156895637512207031e+01,0.000000000000000000e+00
1.242539882659912109e+02,0.000000000000000000e+00
8.456301689147949219e+01,0.000000000000000000e+00
1.247990131378173828e+02,0.000000000000000000e+00
8.757901191711425781e+01,0.000000000000000000e+00
1.201519966125488281e+02,0.000000000000000000e+00
8.058595657348632812e+01,0.000000000000000000e+00
1.254379749298095703e+02,0.000000000000000000e+00
8.623790740966796875e+01,0.000000000000000000e+00
1.649699211120605469e+02,0.000000000000000000e+00
1.326260566711425781e+02,0.000000000000000000e+00
7.802605628967285156e+01,0.000000000000000000e+00
1.355309486389160156e+02,0.000000000000000000e+00
1.066749095916748047e+02,0.000000000000000000e+00
7.006406784057617188e+01,0.000000000000000000e+00
1.252448558807373047e+02,0.000000000000000000e+00
8.567786216735839844e+01,0.000000000000000000e+00
1.211009025573730469e+02,0.000000000000000000e+00
8.079695701599121094e+01,0.000000000000000000e+00
1.182188987731933594e+02,0.000000000000000000e+00
7.899689674377441406e+01,0.000000000000000000e+00
1.196119785308837891e+02,0.000000000000000000e+00
7.946109771728515625e+01,0.000000000000000000e+00
1.212179660797119141e+02,0.000000000000000000e+00
8.198404312133789062e+01,0.000000000000000000e+00
1.268639564514160156e+02,0.000000000000000000e+00
8.704590797424316406e+01,0.000000000000000000e+00
1.224458217620849609e+02,0.000000000000000000e+00
8.276009559631347656e+01,0.000000000000000000e+00
1.216750144958496094e+02,0.000000000000000000e+00
7.703018188476562500e+01,0.000000000000000000e+00
1.237490177154541016e+02,0.000000000000000000e+00
8.776283264160156250e+01,0.000000000000000000e+00
1.199359893798828125e+02,0.000000000000000000e+00
8.428001403808593750e+01,0.000000000000000000e+00
1.224579811096191406e+02,0.000000000000000000e+00
7.722806930541992188e+01,0.000000000000000000e+00
1.258590221405029297e+02,0.000000000000000000e+00
8.707499504089355469e+01,0.000000000000000000e+00
1.188011169433593750e+02,0.000000000000000000e+00
8.134794235229492188e+01,0.000000000000000000e+00
1.208419799804687500e+02,0.000000000000000000e+00
1.106979846954345703e+02,0.000000000000000000e+00
7.236695289611816406e+01,0.000000000000000000e+00
1.252210140228271484e+02,0.000000000000000000e+00
9.204411506652832031e+01,0.000000000000000000e+00
1.252350807189941406e+02,0.000000000000000000e+00
9.111189842224121094e+01,0.000000000000000000e+00
1.229310035705566406e+02,0.000000000000000000e+00
8.318090438842773438e+01,0.000000000000000000e+00
1.233229637145996094e+02,0.000000000000000000e+00
9.470200538635253906e+01,0.000000000000000000e+00
1.253368854522705078e+02,0.000000000000000000e+00
9.291791915893554688e+01,0.000000000000000000e+00
1.265008449554443359e+02,0.000000000000000000e+00
1.122968196868896484e+02,0.000000000000000000e+00
7.262516021728515625e+01,0.000000000000000000e+00
1.207151412963867188e+02,0.000000000000000000e+00
8.446097373962402344e+01,0.000000000000000000e+00
1.293139457702636719e+02,0.000000000000000000e+00
9.369707107543945312e+01,0.000000000000000000e+00
1.224949359893798828e+02,0.000000000000000000e+00
8.215999603271484375e+01,0.000000000000000000e+00
1.165699958801269531e+02,0.000000000000000000e+00
7.647800445556640625e+01,0.000000000000000000e+00
1.175870895385742188e+02,0.000000000000000000e+00
7.989501953125000000e+01,0.000000000000000000e+00
1.391367912292480469e+02,0.000000000000000000e+00
9.899210929870605469e+01,0.000000000000000000e+00
1.526207923889160156e+02,0.000000000000000000e+00
1.187059879302978516e+02,0.000000000000000000e+00
7.789301872253417969e+01,0.000000000000000000e+00
1.214678287506103516e+02,0.000000000000000000e+00
8.260202407836914062e+01,0.000000000000000000e+00
1.246712207794189453e+02,0.000000000000000000e+00
8.511710166931152344e+01,0.000000000000000000e+00
1.197409629821777344e+02,0.000000000000000000e+00
8.406996726989746094e+01,0.000000000000000000e+00
1.200399398803710938e+02,0.000000000000000000e+00
8.120989799499511719e+01,0.000000000000000000e+00
1.205439567565917969e+02,0.000000000000000000e+00
8.364605903625488281e+01,0.000000000000000000e+00
1.192450523376464844e+02,0.000000000000000000e+00
7.946014404296875000e+01,0.000000000000000000e+00
1.208229064941406250e+02,0.000000000000000000e+00
8.213901519775390625e+01,0.000000000000000000e+00
1.217589378356933594e+02,0.000000000000000000e+00
7.995486259460449219e+01,0.000000000000000000e+00
1.254649162292480469e+02,0.000000000000000000e+00
8.758592605590820312e+01,0.000000000000000000e+00
1.445829868316650391e+02,0.000000000000000000e+00
1.081938743591308594e+02,0.000000000000000000e+00
7.871818542480468750e+01,0.000000000000000000e+00
1.216089725494384766e+02,0.000000000000000000e+00
8.107686042785644531e+01,0.000000000000000000e+00
1.284341812133789062e+02,0.000000000000000000e+00
9.041786193847656250e+01,0.000000000000000000e+00
1.225941181182861328e+02,0.000000000000000000e+00
1.254198551177978516e+02,0.000000000000000000e+00
8.453583717346191406e+01,0.000000000000000000e+00
1.195020675659179688e+02,0.000000000000000000e+00
8.312702178955078125e+01,0.000000000000000000e+00
1.219000816345214844e+02,0.000000000000000000e+00
8.317613601684570312e+01,0.000000000000000000e+00
1.231420040130615234e+02,0.000000000000000000e+00
8.400392532348632812e+01,0.000000000000000000e+00
1.222760677337646484e+02,0.000000000000000000e+00
8.276700973510742188e+01,0.000000000000000000e+00
1.190121173858642578e+02,0.000000000000000000e+00
7.896208763122558594e+01,0.000000000000000000e+00
1.241109371185302734e+02,0.000000000000000000e+00
8.485007286071777344e+01,0.000000000000000000e+00
1.303939819335937500e+02,0.000000000000000000e+00
9.013104438781738281e+01,0.000000000000000000e+00
1.204628944396972656e+02,0.000000000000000000e+00
8.103203773498535156e+01,0.000000000000000000e+00
1.187520027160644531e+02,0.000000000000000000e+00
8.197116851806640625e+01,0.000000000000000000e+00
1.274428367614746094e+02,0.000000000000000000e+00
8.888411521911621094e+01,0.000000000000000000e+00
1.180140972137451172e+02,0.000000000000000000e+00
7.798600196838378906e+01,0.000000000000000000e+00
1.192438602447509766e+02,0.000000000000000000e+00
8.354997634887695312e+01,0.000000000000000000e+00
1.226141452789306641e+02,0.000000000000000000e+00
8.290600776672363281e+01,0.000000000000000000e+00
1.190109252929687500e+02,0.000000000000000000e+00
9.148192405700683594e+01,0.000000000000000000e+00
1.276440620422363281e+02,0.000000000000000000e+00
8.247780799865722656e+01,0.000000000000000000e+00
1.197469234466552734e+02,0.000000000000000000e+00
8.045005798339843750e+01,0.000000000000000000e+00
1.253170967102050781e+02,0.000000000000000000e+00
9.062409400939941406e+01,0.000000000000000000e+00
1.215689182281494141e+02,0.000000000000000000e+00
8.157205581665039062e+01,0.000000000000000000e+00
1.235349178314208984e+02,0.000000000000000000e+00
8.450007438659667969e+01,0.000000000000000000e+00
1.216559410095214844e+02,0.000000000000000000e+00
8.665704727172851562e+01,0.000000000000000000e+00
1.806179046630859375e+03,0.000000000000000000e+00
1.691164016723632812e+03,0.000000000000000000e+00
1.632848978042602539e+03,0.000000000000000000e+00
1.592895984649658203e+03,0.000000000000000000e+00
1.565564155578613281e+03,0.000000000000000000e+00
1.526196002960205078e+03,0.000000000000000000e+00
1.363005876541137695e+03,0.000000000000000000e+00
1.326344966888427734e+03,0.000000000000000000e+00
1.286731004714965820e+03,0.000000000000000000e+00
1.155870199203491211e+03,0.000000000000000000e+00
1.122987031936645508e+03,0.000000000000000000e+00
1.083287954330444336e+03,0.000000000000000000e+00
1.040765047073364258e+03,0.000000000000000000e+00
9.991891384124755859e+02,0.000000000000000000e+00
9.627649784088134766e+02,0.000000000000000000e+00
8.281569480895996094e+02,0.000000000000000000e+00
7.900240421295166016e+02,0.000000000000000000e+00
7.519631385803222656e+02,0.000000000000000000e+00
7.156550884246826172e+02,0.000000000000000000e+00
6.793961524963378906e+02,0.000000000000000000e+00
5.442039966583251953e+02,0.000000000000000000e+00
5.081121921539306641e+02,0.000000000000000000e+00
4.862229824066162109e+02,0.000000000000000000e+00
3.069489002227783203e+02,0.000000000000000000e+00
2.671930789947509766e+02,0.000000000000000000e+00
2.287559509277343750e+02,0.000000000000000000e+00
1.920499801635742188e+02,0.000000000000000000e+00
1.567111015319824219e+02,0.000000000000000000e+00
1.139338016510009766e+02,0.000000000000000000e+00
7.467198371887207031e+01,0.000000000000000000e+00
1.211228370666503906e+02,0.000000000000000000e+00
8.785200119018554688e+01,0.000000000000000000e+00
1.232328414916992188e+02,0.000000000000000000e+00
8.432316780090332031e+01,0.000000000000000000e+00
1.298069953918457031e+02,0.000000000000000000e+00
9.032487869262695312e+01,0.000000000000000000e+00
1.202321052551269531e+02,0.000000000000000000e+00
8.118391036987304688e+01,0.000000000000000000e+00
1.218080520629882812e+02,0.000000000000000000e+00
7.820510864257812500e+01,0.000000000000000000e+00
1.246378421783447266e+02,0.000000000000000000e+00
8.677005767822265625e+01,0.000000000000000000e+00
1.195888519287109375e+02,0.000000000000000000e+00
8.754277229309082031e+01,0.000000000000000000e+00
1.324567794799804688e+02,0.000000000000000000e+00
9.311604499816894531e+01,0.000000000000000000e+00
1.406288146972656250e+02,0.000000000000000000e+00
1.014969348907470703e+02,0.000000000000000000e+00
1.223831176757812500e+02,0.000000000000000000e+00
9.464502334594726562e+01,0.000000000000000000e+00
1.295518875122070312e+02,0.000000000000000000e+00
9.076285362243652344e+01,0.000000000000000000e+00
1.197590827941894531e+02,0.000000000000000000e+00
8.034300804138183594e+01,0.000000000000000000e+00
1.203610897064208984e+02,0.000000000000000000e+00
8.509707450866699219e+01,0.000000000000000000e+00
1.205811500549316406e+02,0.000000000000000000e+00
8.138489723205566406e+01,0.000000000000000000e+00
1.229541301727294922e+02,0.000000000000000000e+00
8.374285697937011719e+01,0.000000000000000000e+00
1.334781646728515625e+02,0.000000000000000000e+00
9.427785873413085938e+01,0.000000000000000000e+00
1.302630901336669922e+02,0.000000000000000000e+00
9.305119514465332031e+01,0.000000000000000000e+00
1.217958927154541016e+02,0.000000000000000000e+00
8.555603027343750000e+01,0.000000000000000000e+00
1.183049678802490234e+02,0.000000000000000000e+00
8.035778999328613281e+01,0.000000000000000000e+00
1.215240955352783203e+02,0.000000000000000000e+00
7.979178428649902344e+01,0.000000000000000000e+00
1.186919212341308594e+02,0.000000000000000000e+00
7.885503768920898438e+01,0.000000000000000000e+00
1.267571449279785156e+02,0.000000000000000000e+00
8.662796020507812500e+01,0.000000000000000000e+00
1.197619438171386719e+02,0.000000000000000000e+00
8.002781867980957031e+01,0.000000000000000000e+00
1.228559017181396484e+02,0.000000000000000000e+00
8.647799491882324219e+01,0.000000000000000000e+00
1.254730224609375000e+02,0.000000000000000000e+00
8.613896369934082031e+01,0.000000000000000000e+00
1.272559165954589844e+02,0.000000000000000000e+00
8.866405487060546875e+01,0.000000000000000000e+00
1.219608783721923828e+02,0.000000000000000000e+00
1.019070148468017578e+02,0.000000000000000000e+00
1.185271739959716797e+02,0.000000000000000000e+00
7.286882400512695312e+01,0.000000000000000000e+00
1.168179512023925781e+02,0.000000000000000000e+00
7.745504379272460938e+01,0.000000000000000000e+00
1.338238716125488281e+02,0.000000000000000000e+00
9.258294105529785156e+01,0.000000000000000000e+00
1.203889846801757812e+02,0.000000000000000000e+00
7.421994209289550781e+01,0.000000000000000000e+00
1.115260124206542969e+02,0.000000000000000000e+00
7.000803947448730469e+01,0.000000000000000000e+00
1.193568706512451172e+02,0.000000000000000000e+00
7.502698898315429688e+01,0.000000000000000000e+00
1.260199546813964844e+02,0.000000000000000000e+00
8.883190155029296875e+01,0.000000000000000000e+00
1.250190734863281250e+02,0.000000000000000000e+00
8.918905258178710938e+01,0.000000000000000000e+00
1.200788021087646484e+02,0.000000000000000000e+00
8.181691169738769531e+01,0.000000000000000000e+00
1.238980293273925781e+02,0.000000000000000000e+00
8.959913253784179688e+01,0.000000000000000000e+00
1.209712028503417969e+02,0.000000000000000000e+00
8.615708351135253906e+01,0.000000000000000000e+00
1.256179809570312500e+02,0.000000000000000000e+00
8.628511428833007812e+01,0.000000000000000000e+00
1.175098419189453125e+02,0.000000000000000000e+00
8.134293556213378906e+01,0.000000000000000000e+00
1.235349178314208984e+02,0.000000000000000000e+00
8.314704895019531250e+01,0.000000000000000000e+00
1.208868026733398438e+02,0.000000000000000000e+00
8.097481727600097656e+01,0.000000000000000000e+00
1.202299594879150391e+02,0.000000000000000000e+00
7.986688613891601562e+01,0.000000000000000000e+00
1.182858943939208984e+02,0.000000000000000000e+00
7.905411720275878906e+01,0.000000000000000000e+00
1.201560497283935547e+02,0.000000000000000000e+00
7.976889610290527344e+01,0.000000000000000000e+00
1.205470561981201172e+02,0.000000000000000000e+00
7.747888565063476562e+01,0.000000000000000000e+00
1.213388442993164062e+02,0.000000000000000000e+00
8.278608322143554688e+01,0.000000000000000000e+00
1.215729713439941406e+02,0.000000000000000000e+00
9.807801246643066406e+01,0.000000000000000000e+00
1.287271976470947266e+02,0.000000000000000000e+00
9.324312210083007812e+01,0.000000000000000000e+00
1.225028038024902344e+02,0.000000000000000000e+00
8.301186561584472656e+01,0.000000000000000000e+00
1.400229930877685547e+02,0.000000000000000000e+00
2.172009944915771484e+02,0.000000000000000000e+00
1.275870800018310547e+02,0.000000000000000000e+00
1.012380123138427734e+02,0.000000000000000000e+00
1.200671195983886719e+02,0.000000000000000000e+00
8.092188835144042969e+01,0.000000000000000000e+00
1.308550834655761719e+02,0.000000000000000000e+00
4.237089157104492188e+02,0.000000000000000000e+00
2.831671237945556641e+02,0.000000000000000000e+00
2.762370109558105469e+02,0.000000000000000000e+00
2.121381759643554688e+02,0.000000000000000000e+00
7.495713233947753906e+01,0.000000000000000000e+00
1.438560485839843750e+02,0.000000000000000000e+00
1.073400974273681641e+02,0.000000000000000000e+00
6.982398033142089844e+01,0.000000000000000000e+00
1.219360828399658203e+02,0.000000000000000000e+00
9.286594390869140625e+01,0.000000000000000000e+00
1.211178302764892578e+02,0.000000000000000000e+00
8.277297019958496094e+01,0.000000000000000000e+00
1.446678638458251953e+02,0.000000000000000000e+00
1.067698001861572266e+02,0.000000000000000000e+00
6.894898414611816406e+01,0.000000000000000000e+00
1.207458972930908203e+02,0.000000000000000000e+00
8.318686485290527344e+01,0.000000000000000000e+00
1.273980140686035156e+02,0.000000000000000000e+00
8.851718902587890625e+01,0.000000000000000000e+00
1.185529232025146484e+02,0.000000000000000000e+00
8.144092559814453125e+01,0.000000000000000000e+00
1.217060089111328125e+02,0.000000000000000000e+00
8.383512496948242188e+01,0.000000000000000000e+00
1.223928928375244141e+02,0.000000000000000000e+00
8.270502090454101562e+01,0.000000000000000000e+00
1.207449436187744141e+02,0.000000000000000000e+00
8.064603805541992188e+01,0.000000000000000000e+00
1.261310577392578125e+02,0.000000000000000000e+00
8.782792091369628906e+01,0.000000000000000000e+00
1.224129199981689453e+02,0.000000000000000000e+00
8.437108993530273438e+01,0.000000000000000000e+00
1.198332309722900391e+02,0.000000000000000000e+00
7.973098754882812500e+01,0.000000000000000000e+00
1.220889091491699219e+02,0.000000000000000000e+00
8.369207382202148438e+01,0.000000000000000000e+00
1.181099414825439453e+02,0.000000000000000000e+00
8.316802978515625000e+01,0.000000000000000000e+00
1.227040290832519531e+02,0.000000000000000000e+00
8.276796340942382812e+01,0.000000000000000000e+00
1.273541450500488281e+02,0.000000000000000000e+00
8.771896362304687500e+01,0.000000000000000000e+00
1.185870170593261719e+02,0.000000000000000000e+00
8.038902282714843750e+01,0.000000000000000000e+00
1.223549842834472656e+02,0.000000000000000000e+00
8.298897743225097656e+01,0.000000000000000000e+00
